"දදනික තත්ත්ව වාර්තාව - ශ්‍රී ලංකාව / தினசரி epiyik mwpf;if - ,yq;if/ Daily Situation Report- Sri Lanka
,2,"කෑගල්ල
Nffhiy Kegalle",Galigamuwa,High Wind,2020.05.27,,,,,,1,5,,,,,1,,
,දිස්ික් එකතුෙ khtl;l $l;Lj;njhif District Total,,,,,0,0,0,0,0,1,5,0,0,0,0,1,0,
,පළාත් ඵකතුෙ khfhz $l;Lj;njhif Province Total,,,,,5,27,115,17,61,1,5,0,0,0,0,1,0,
"ඌෙ Cth
khfhzk;
Uva",3,"බදුල්ල
gJs;is Badulla",Welimada,High Wind,2020.05.27,,,,,,1,5,,,,,1,,
,දිස්ික් එකතුෙ khtl;l $l;Lj;njhif District Total,,,,,0,0,0,0,0,1,5,0,0,0,0,1,0,
,පළාත් ඵකතුෙ khfhz $l;Lj;njhif Province Total,,,,,0,0,0,0,0,1,5,0,0,0,0,1,0,
,4,"වකාළඹ
nfhOk;G Colombo",Seetawaka,High Wind,2020.05.27,,,,,,72,237,,,,,72,,
,,,Padukka,Flood,,1,13,48,,,89,359,,,,,,,
,දිස්ික් එකතුෙ khtl;l $l;Lj;njhif District Total,,,,,1,13,48,0,0,161,596,0,0,0,0,72,0,
"Western
Nky; khfhzk;
බස්නාහිර පලාත",5,"ගම්පහ
fk;g`h Gampaha",Gampaha,"High Wind
/Lightning",2020.05.27,,,,,,63,263,,,,,63,,
,,,Jaela,,,,,,,,4,13,,,,,4,,
,,,Attanagalla,,,,,,,,5,27,,,,,5,,
,,,Meerigama,,,,,,,,5,19,,,,,5,,
,,,Biyagama,,,,,,,,2,9,,,,,2,,
,,,Mahara,,,,,,,,3,13,,,,,3,,
,දිස්ික් එකතුෙ khtl;l $l;Lj;njhif District Total,,,,,0,0,0,0,0,82,344,0,0,0,0,82,0,
,පළාත් ඵකතුෙ khfhz $l;Lj;njhif Province Total,,,,,1,13,48,0,0,243,940,0,0,0,0,154,0,
මුළු එකතුව nkhj;jf; $l;Lj;njhif GRAND TOTAL,,,,,,6,40,163,17,61,245,950,0,0,0,0,156,0,
,,,"රාජකාරි භාර නිළධ්‍ාරි / flik mjpfhhp / Duty Officer : 011 2670002
මාධය ප්‍රකාශක / nra;jp njhlHghsHfs; / Media Spokesmen :",,,,,,,,,,,,,,,,
,,,"ආපදා කළමනාකරණ මධ්‍යස්ථානය /mdHj;j Kfhikj;Jt epiyak;/ Disaster Managem
හදිසි ඇමතුම් / njhiyNgrp / Hot Lines: 117, 0112670002, 0112136136
ෆැක්ස්/ njhiy efy; / Fax: 0112670079
විදුත් තැපැල් / kpd;dQ;ry; / Email: eocdmc@gmail.com
වෙබ් අඩවිය / ,izak; / Web: www.dmc.gov.lk",,,,,,,,,,,,,,,,
,,,………………………………………………,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,K.G.Mahendra Jagath,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
