"තත්ත්ව වාර්තාව - ශ්‍රී ලංකාව / epiyik mwpf;if - ,yq;if/ Drought Situation Report- Sri Lanka
,පළොත් ඵකතුෙ khfhz $l;Lj;njhif Province Total,,,,,4343,13155,0,0,0,0,0,0,0,0,0,0,
,6,"මුලතිව්
Ky;iyj;jPT
Mulaitivu",Welioya,Drought,2020.04.15,430,1540,,,,,,,,,,,Distibuting drinking water
,,,Puthukudiyiruppu,,2020.05.01,1986,6398,,,,,,,,,,,
,දිස්ික් එකතුෙ khtl;l $l;Lj;njhif District Total,,,,,2416,7938,0,0,0,0,0,0,0,0,0,0,
උතුරු පලොත,7,"යොපනය
aho;g;ghzk;
Jaffna",Karaveddy,Drought,2020.07.06,232,632,,,,,,,,,,,
tl khfhzk,දිස්ික් එකතුෙ khtl;l $l;Lj;njhif District Total,,,,,232,632,0,0,0,0,0,0,0,0,0,0,
Northen,8,"මනනොරම
kd;dhH
Mannar",Nanattan,Drought,2020.07.07,262,768,,,,,,,,,,,
,,,Musali,,,3260,12810,,,,,,,,,,,
,,,Manthai West,,,5623,20500,,,,,,,,,,,
,,,Madhu,,,237,727,,,,,,,,,,,
,දිස්ික් එකතුෙ khtl;l $l;Lj;njhif District Total,,,,,9382,34805,0,0,0,0,0,0,0,0,0,0,
,පළොත් ඵකතුෙ khfhz $l;Lj;njhif Province Total,,,,,12030,43375,0,0,0,0,0,0,0,0,0,0,
මුළු එකතුව nkhj;jf; $l;Lj;njhif GRAND TOTAL,,,,,,41194,138656,0,0,0,0,0,0,0,0,0,0,0
,,,"රොජකොරි භොර නිළධොරි / flik mjpfhhp / Duty Officer : 011 2670002
මාධය ප්‍රකාශක / nra;jp njhlHghsHfs; / Media Spokesmen :
ආ ප ද ො ක ළමනොකරණ මධයස්ථොනය /mdHj;j Kfhikj;Jt epiyak;/ Disaster Management Centre
හදිසි ඇමතුම් / njhiyNgrp / Hot Lines: 117, 0112670002, 0112136136",,,,,,,,,,,,,,,
,,,"ෆැක්ස්/ njhiy efy; / Fax: 0112670079
විදුත් තැපැල් / kpd;dQ;ry; / Email: eocdmc@gmail.com
්ෙබ් අඩවිය / ,izak; / Web: www.dmc.gov.lk",,,,,,,,,,,,,,,
,,,……………………………………………………….,,,,,,,,,,,,,,,
,,,Shan Pathirana,,,,,,,,,,,,,,,
