"තත්ත්ව වාර්තාව - ශ්‍රී ලංකාව / epiyik mwpf;if - ,yq;if/ Situation Report- Sri Lanka
,,,Minipe,,2020.09.06,99,374,,,,,99,5,,,,,
,දිසරික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,135,508,0,0,0,0,130,5,0,0,0,0,
,පළාත් ඵකතුව khfhz $l;Lj;njhif Province Total,,,,,172,644,0,0,0,24,131,5,0,2,37,137,
"ඌව
Cth khfhzk;
Uva",,,Welimada,Fire,2020.08.17,12,54,,,,12,,,,1,12,54,Alakola gala day care centre
,,,Haldummulla,,,18,54,,,,,18,,,,,,
,,බදුල්ල,Uwaparanagama,,,11,52,,,,,11,,,,,,
,3,gJs;is,Ella,,2020.09.06,1,3,,,,,1,,,,,,
,,Badulla,Hali Ela,High wind,,4,13,,,,,4,,,,,,
,,,Kandaketiya,,,1,4,,,,,1,,,,,,
,,,Passara,,2020.09.07,8,36,,,,,8,,,,,,
,,,Welimada,,,49,201,,1,,,49,,,,,,
,දිසරික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,104,417,0,1,0,12,92,0,0,1,12,54,
,,,Thanamalvila,,2020.09.05,3,13,,,,,3,,,,,,
,,,Wellawaya,,,2,9,,,,,2,,,,,,
,,මමානරාගල,Medagama,High wind,,4,18,,,,,4,,,,,,
,4,nkhdwhfiy,Bibila,,2020.09.06,7,31,,,,,7,,,,,,
,,Moneragala,Badalkumbura,,,4,17,,,,,3,1,,,,,
,,,Siyambalanduwa,,,3,13,,,,,3,,,,,,
,,,,Lightning,2020.09.05,1,4,,,,,1,,,,,,
,දිසරික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,24,105,0,0,0,0,23,1,0,0,0,0,
,පළාත් ඵකතුව khfhz $l;Lj;njhif Province Total,,,,,128,522,0,1,0,12,115,1,0,1,12,54,
,,,Ruwanwella,,2020.09.06,1,2,,,,1,,,,,,,
,,,,,2020.09.05,1,3,,,,,,,,,,,
,,,,Tree Fallen,2020.09.06,1,5,,,,,1,,,,,,
,,,Kegalle,,,1,6,,,,,,,,,,,
,,,,,2020.09.07,1,4,,,,,,,,,,,
,,,,Wall Collapse,2020.09.06,1,,,,,,1,,,,,,
,,,Bulathkohupitiya,Cutting failure,2020.09.07,1,4,,,,,,,,,,,
,,,,Heavy Rain,2020.09.06,3,13,,,,1,,,,,,,
,,,Warakapola,High wind,,3,15,,,,,3,,,,,,
,,කෑගල්ල,,Cutting failure,,1,4,,,,,1,,,,,,
,5,Nffhiy,Mawanella,Tree Fallen,2020.09.06,1,4,,,,,1,,,,,,
,,Kegalle,,Land subsidence,,1,2,,,,,1,,,,,,
